Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [626] dlib::matrix_mul_scal_exp<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, true>::matrix_mul_scal_exp(dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&, double const&) [638] float __vector Eigen::internal::pload<float __vector>(Eigen::internal::unpacket_traits<float __vector>::type const*) [432] std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> >::_M_erase_at_end(dlib::dlib_pick_initial_centers_data*)
 [221] dlib::matrix_multiply_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > >::matrix_multiply_exp(dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > > const&, dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > const&) [630] void __gnu_cxx::new_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >::construct<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&>(dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>*, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&) [784] dlib::dlib_pick_initial_centers_data* std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > > >(unsigned long, __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >, __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >)
 [516] dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >::matrix_multiply_exp(dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&, dlib::matrix_op<dlib::op_remove_row2<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > const&) [519] __gnu_cxx::__alloc_traits<dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::_S_select_on_copy(dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > const&) [707] std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> >::_M_default_initialize(unsigned long)
 [388] dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_trans<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >::matrix_multiply_exp(dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&, dlib::matrix_op<dlib::op_trans<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > const&) [774] __gnu_cxx::__alloc_traits<dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::_S_select_on_copy(dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > const&) [709] std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> >::clear()
 [590] dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > >, dlib::matrix_op<dlib::op_trans<dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > > >::matrix_multiply_exp(dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > const&, dlib::matrix_op<dlib::op_trans<dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > > const&) [43] __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >::__normal_iterator(dlib::dlib_pick_initial_centers_data const* const&) [785] std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> >::operator=(std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > const&)
 [510] dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > >, dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >::matrix_multiply_exp(dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_op<dlib::op_std_vect_to_mat<std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > > > >, dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > const&) [639] __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >::operator++() [97] void std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::_M_emplace_back_aux<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&>(dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&)
 [359] dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >::matrix_multiply_exp(dlib::matrix_op<dlib::op_trans<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > const&, dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&) [464] __gnu_cxx::__normal_iterator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const*, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > >::__normal_iterator(dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const* const&) [364] std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::end()
 [738] dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >::matrix_subtract_exp(dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&) [799] __gnu_cxx::__normal_iterator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const*, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > >::operator++() [574] std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::erase(__gnu_cxx::__normal_iterator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const*, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > >)
 [579] dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >::radial_basis_kernel(dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > const&) [37] __gnu_cxx::__normal_iterator<double const*, std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > >::operator++() [631] std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::push_back(dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&)
 [760] dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >::radial_basis_kernel(double) [775] __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >::__normal_iterator(dlib::dlib_pick_initial_centers_data* const&) [456] std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::vector(std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > const&)
 [214] dlib::matrix_unroll_helper<dlib::matrix<double, 1l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, 1l, 1l, 0l, 0l, false>::go(dlib::matrix<double, 1l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix_multiply_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, dlib::matrix_subtract_exp<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > const&) [800] __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >::operator++() [390] std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::~vector()
 [552] dlib::matrix_unroll_helper<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, 4l, 1l, 0l, 0l, false>::go(dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&) [776] bool __gnu_cxx::operator==<dlib::dlib_pick_initial_centers_data*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >(__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > > const&, __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > > const&) [750] std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >::_M_erase_at_end(dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>*)
 [734] dlib::matrix_unroll_helper<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, 4l, 1l, 2l, 0l, false>::go(dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>&, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&) [723] __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >::difference_type __gnu_cxx::operator-<dlib::dlib_pick_initial_centers_data*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >(__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > > const&, __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > > const&) [737] void std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >::_M_emplace_back_aux<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&>(dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const&)
 [495] void dlib::pick_initial_centers<std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >(long, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >&, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > const&, dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > const&, double) [314] bool __gnu_cxx::operator!=<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >(__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > > const&, __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > > const&) [751] std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >::~vector()
 [472] dlib::assignable_sub_matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>& dlib::assignable_sub_matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>::operator=<dlib::matrix_add_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_mul_scal_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_trans<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, true> > >(dlib::matrix_exp<dlib::matrix_add_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_mul_scal_exp<dlib::matrix_multiply_exp<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::matrix_op<dlib::op_trans<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > >, true> > > const&) [454] bool __gnu_cxx::operator!=<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const*, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > >(__gnu_cxx::__normal_iterator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const*, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > > const&, __gnu_cxx::__normal_iterator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const*, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > > const&) [100] std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::_M_erase_at_end(double*)
  [95] dlib::assignable_sub_matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>& dlib::assignable_sub_matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>::operator=<dlib::matrix_mul_scal_exp<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, true> >(dlib::matrix_exp<dlib::matrix_mul_scal_exp<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, true> > const&) [439] bool __gnu_cxx::operator!=<double const*, std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > > const&) [113] std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::_M_default_append(unsigned long)
  [59] dlib::assignable_sub_matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>& dlib::assignable_sub_matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>::operator=<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >(dlib::matrix_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > const&) [679] bool dlib::matrix_exp<dlib::matrix_mul_scal_exp<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, true> >::destructively_aliases<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >(dlib::matrix_exp<dlib::matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > const&) const [31] void std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::_M_emplace_back_aux<double const&>(double const&)
 [717] dlib::assignable_sub_matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>& dlib::assignable_sub_matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>::operator=<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> >(dlib::matrix_exp<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > const&) [592] dlib::matrix_exp<dlib::matrix_mul_scal_exp<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, true> >::nr() const [187] std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::clear()
 [182] dlib::assignable_sub_matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>& dlib::assignable_sub_matrix<double, 0l, 0l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>::operator=<dlib::matrix_op<dlib::op_trans<dlib::matrix_mul_scal_exp<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, true> > > >(dlib::matrix_exp<dlib::matrix_op<dlib::op_trans<dlib::matrix_mul_scal_exp<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, true> > > > const&) [801] dlib::matrix_exp<dlib::matrix_mul_scal_exp<dlib::matrix<double, 0l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, true> >::ref() const [34] std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::resize(unsigned long)
