Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       6/94          __gnu_cxx::__normal_iterator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const*, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > >::__normal_iterator(dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const* const&) [829]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::vector(std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > const&) [416]
[987]    0.0    0.00    0.00       6         std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::end() const [987]
                0.00    0.00       6/12          __gnu_cxx::__normal_iterator<double const*, std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > >::__normal_iterator(double const* const&) [959]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::vector(std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > const&) [416]
[988]    0.0    0.00    0.00       6         std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::begin() const [988]
                0.00    0.00       6/12          __gnu_cxx::__normal_iterator<double const*, std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > >::__normal_iterator(double const* const&) [959]
-----------------------------------------------
                0.00    0.00       6/6           std::_Miter_base<__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > > >(__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >) [1004]
[989]    0.0    0.00    0.00       6         std::_Iter_base<__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >, false>::_S_base(__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >) [989]
-----------------------------------------------
                0.00    0.00       6/6           std::_Niter_base<__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > > >(__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >) [1005]
[990]    0.0    0.00    0.00       6         std::_Iter_base<__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >, true>::_S_base(__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >) [990]
                0.00    0.00       6/6           __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >::base() const [983]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::_Vector_base(unsigned long, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > const&) [993]
[991]    0.0    0.00    0.00       6         std::_Vector_base<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::_Vector_impl::_Vector_impl(dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > const&) [991]
                0.00    0.00       6/12          dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> >::std_allocator(dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > const&) [957]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::_Vector_base(unsigned long, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > const&) [993]
[992]    0.0    0.00    0.00       6         std::_Vector_base<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::_M_create_storage(unsigned long) [992]
                0.00    0.00       6/22          std::_Vector_base<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::_M_allocate(unsigned long) [917]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::vector(std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > const&) [1003]
[993]    0.0    0.00    0.00       6         std::_Vector_base<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::_Vector_base(unsigned long, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > const&) [993]
                0.00    0.00       6/6           std::_Vector_base<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::_Vector_impl::_Vector_impl(dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > const&) [991]
                0.00    0.00       6/6           std::_Vector_base<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::_M_create_storage(unsigned long) [992]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::_Vector_base(unsigned long, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > const&) [996]
[994]    0.0    0.00    0.00       6         std::_Vector_base<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::_Vector_impl::_Vector_impl(dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > const&) [994]
                0.00    0.00       6/12          dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> >::std_allocator(dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > const&) [958]
-----------------------------------------------
                0.00    0.00       6/6           std::_Vector_base<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::_Vector_base(unsigned long, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > const&) [996]
[995]    0.0    0.00    0.00       6         std::_Vector_base<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::_M_create_storage(unsigned long) [995]
                0.00    0.00       6/22          std::_Vector_base<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::_M_allocate(unsigned long) [918]
-----------------------------------------------
                0.00    0.00       6/6           std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::vector(std::vector<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > > const&) [416]
[996]    0.0    0.00    0.00       6         std::_Vector_base<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::_Vector_base(unsigned long, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > const&) [996]
                0.00    0.00       6/6           std::_Vector_base<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::_Vector_impl::_Vector_impl(dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > const&) [994]
                0.00    0.00       6/6           std::_Vector_base<double, dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::_M_create_storage(unsigned long) [995]
-----------------------------------------------
                0.00    0.00       6/6           __gnu_cxx::__alloc_traits<dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::_S_select_on_copy(dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > const&) [975]
[997]    0.0    0.00    0.00       6         std::allocator_traits<dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::select_on_container_copy_construction(dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > const&) [997]
                0.00    0.00       6/6           dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > const std::allocator_traits<dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::_S_select<dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > const, void>(dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > const&, ...) [998]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator_traits<dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::select_on_container_copy_construction(dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > const&) [997]
[998]    0.0    0.00    0.00       6         dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > const std::allocator_traits<dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::_S_select<dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > const, void>(dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > const&, ...) [998]
                0.00    0.00       6/12          dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> >::std_allocator(dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > const&) [957]
-----------------------------------------------
                0.00    0.00       6/6           __gnu_cxx::__alloc_traits<dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::_S_select_on_copy(dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > const&) [976]
[999]    0.0    0.00    0.00       6         std::allocator_traits<dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::select_on_container_copy_construction(dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > const&) [999]
                0.00    0.00       6/6           dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > const std::allocator_traits<dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::_S_select<dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > const, void>(dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > const&, ...) [1000]
-----------------------------------------------
                0.00    0.00       6/6           std::allocator_traits<dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::select_on_container_copy_construction(dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > const&) [999]
[1000]   0.0    0.00    0.00       6         dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > const std::allocator_traits<dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > >::_S_select<dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > const, void>(dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > const&, ...) [1000]
                0.00    0.00       6/12          dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> >::std_allocator(dlib::std_allocator<double, dlib::memory_manager_stateless_kernel_1<char> > const&) [958]
-----------------------------------------------
                0.00    0.00       3/6           void dlib::pick_initial_centers<std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >(long, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >&, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > const&, dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > const&, double) [34]
                0.00    0.00       3/6           std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> >::operator=(std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > const&) [1042]
[1001]   0.0    0.00    0.00       6         std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> >::end() [1001]
                0.00    0.00       6/12376       __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >::__normal_iterator(dlib::dlib_pick_initial_centers_data* const&) [565]
-----------------------------------------------
                0.00    0.00       3/6           void dlib::pick_initial_centers<std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >, dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >(long, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >&, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, std::allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > const&, dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > const&, double) [34]
                0.00    0.00       3/6           std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> >::operator=(std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > const&) [1042]
[1002]   0.0    0.00    0.00       6         std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> >::begin() [1002]
                0.00    0.00       6/12376       __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >::__normal_iterator(dlib::dlib_pick_initial_centers_data* const&) [565]
-----------------------------------------------
                0.00    0.00       6/6           dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > >::kcentroid(dlib::kcentroid<dlib::radial_basis_kernel<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> > > const&) [94]
[1003]   0.0    0.00    0.00       6         std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::vector(std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > const&) [1003]
                0.00    0.00       6/38          std::_Vector_base<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::_M_get_Tp_allocator() const [885]
                0.00    0.00       6/6           __gnu_cxx::__alloc_traits<dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::_S_select_on_copy(dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > const&) [975]
                0.00    0.00       6/1226        std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::size() const [644]
                0.00    0.00       6/13          dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> >::~std_allocator() [953]
                0.00    0.00       6/6           std::_Vector_base<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::_Vector_base(unsigned long, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > const&) [993]
                0.00    0.00       6/70          std::_Vector_base<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::_M_get_Tp_allocator() [876]
                0.00    0.00       6/6           std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::end() const [985]
                0.00    0.00       6/6           std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >::begin() const [986]
                0.00    0.00       6/6           dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const*, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > >, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>*, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > >(__gnu_cxx::__normal_iterator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const*, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > >, __gnu_cxx::__normal_iterator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout> const*, std::vector<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> > > >, dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>*, dlib::std_allocator<dlib::matrix<double, 4l, 1l, dlib::memory_manager_stateless_kernel_1<char>, dlib::row_major_layout>, dlib::memory_manager_stateless_kernel_1<char> >&) [1006]
-----------------------------------------------
                0.00    0.00       6/6           __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > > std::copy<__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >, __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > > >(__gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >, __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data const*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >, __gnu_cxx::__normal_iterator<dlib::dlib_pick_initial_centers_data*, std::vector<dlib::dlib_pick_initial_centers_data, std::allocator<dlib::dlib_pick_initial_centers_data> > >) [1046]
